2016-12-13 14:03:48.062 +02:00 [Information] Version 1.9
2016-12-13 14:03:48.398 +02:00 [Verbose] Date: 1937/09/01 08:00; Rainfall: 
2016-12-13 14:05:50.041 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.042 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.083 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.083 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.147 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.147 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.159 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.159 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.173 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.174 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.207 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.207 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.228 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.228 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.244 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.245 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.255 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.255 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.284 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.285 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.318 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.319 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.342 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.343 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.346 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.347 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.371 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.372 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.380 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.381 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.416 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.416 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.445 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.445 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.461 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.461 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.485 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.485 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.506 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.506 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.541 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.542 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.636 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.636 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.641 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.642 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.684 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.685 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.747 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.748 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.762 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.763 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.789 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.790 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.815 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.815 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.829 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.830 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.858 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.859 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.892 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.893 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.915 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.915 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.964 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.965 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:50.997 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:50.997 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.010 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.011 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.024 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.025 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.053 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.053 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.081 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.082 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.092 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.093 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.113 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.113 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.127 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.128 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.142 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.143 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.167 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.168 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.213 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.213 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.243 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.244 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.255 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.255 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.274 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.274 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.287 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.288 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.300 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.300 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.322 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.323 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.363 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.364 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.392 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.392 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.414 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.414 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.426 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.427 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.440 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.441 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.451 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.451 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.467 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.467 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.491 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.492 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.513 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.513 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.525 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.526 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.645 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.646 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:51.772 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:51.773 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:52.056 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:52.057 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:52.273 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:52.273 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:52.276 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:52.276 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:52.341 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:52.341 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:52.398 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:52.399 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:52.471 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:52.471 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:52.589 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:52.589 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:52.624 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:52.624 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:52.671 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:52.671 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:52.706 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:52.706 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:52.745 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:52.746 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:52.832 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:52.833 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:52.867 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:52.868 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:52.956 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:52.957 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:52.993 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:52.994 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:53.023 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:53.023 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:53.090 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:53.091 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:53.115 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:53.115 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:53.179 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:53.180 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:53.182 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:53.182 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:53.261 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:53.264 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:53.311 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:53.312 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:53.336 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:53.337 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:53.352 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:53.353 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:53.379 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:53.379 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:53.411 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:53.412 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:53.457 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:53.464 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:53.520 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:53.523 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:53.597 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:53.597 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:53.599 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:53.599 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:53.633 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:53.633 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:53.662 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:53.663 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:53.696 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:53.696 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:53.721 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:53.721 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:53.747 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:53.748 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:53.776 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:53.777 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:53.788 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:53.789 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:53.828 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:53.828 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:53.854 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:53.854 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:53.998 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:53.998 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.056 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.057 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.111 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.111 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.113 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.114 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.144 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.144 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.180 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.180 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.190 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.190 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.204 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.205 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.218 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.219 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.240 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.241 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.267 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.267 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.315 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.316 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.331 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.332 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.370 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.371 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.418 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.418 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.458 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.459 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.480 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.480 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.496 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.497 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.506 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.506 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.524 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.524 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.534 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.534 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.571 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.572 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.607 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.624 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.664 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.665 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.696 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.697 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.714 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.714 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.752 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.752 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.778 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.778 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.789 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.789 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.802 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.803 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.814 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.814 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.821 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.822 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.832 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.832 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.858 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.858 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.881 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.881 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.906 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.906 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.945 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.945 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:54.975 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:54.975 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:55.143 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:55.143 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:55.150 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:55.150 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:55.175 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:55.176 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:55.193 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:55.194 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:55.229 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:55.229 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:55.260 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:55.261 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:55.319 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:55.319 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:55.389 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:55.390 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:55.442 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:55.442 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:55.584 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:55.584 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:55.688 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:55.688 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:55.726 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:55.727 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:55.749 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:55.750 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:55.769 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:55.770 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:55.800 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:55.801 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:55.829 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:55.830 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:55.845 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:55.846 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:55.853 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:55.854 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:55.880 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:55.880 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:55.900 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:55.901 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:55.913 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:55.913 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:55.954 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:55.954 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:55.996 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:55.996 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.035 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.036 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.061 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.062 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.077 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.078 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.099 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.099 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.104 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.104 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.169 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.170 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.199 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.200 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.210 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.211 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.247 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.247 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.270 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.270 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.291 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.291 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.306 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.307 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.333 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.334 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.348 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.348 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.387 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.388 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.414 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.414 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.447 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.447 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.467 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.467 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.518 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.518 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.550 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.550 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.564 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.565 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.588 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.588 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.595 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.596 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.598 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.598 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.623 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.623 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.650 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.650 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.674 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.674 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.684 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.684 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.695 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.695 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.706 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.706 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.716 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.716 +02:00 [Verbose] ExecuteScalar end
